	text	emotion
6477	I had been telling lies and people discovered instantly that I á was telling lies. I felt very shameful and I felt like á disappearing from people.	6
6478	I had spent the weekend visiting relatives and friends and didn't á study for Anatomy class on Monday.	7
6479	I had an interview for entry into college. The results were to be á announced on radio. After a long period of waiting the results á were released. I had succeded - tension was relieved by joy.	1
6480	When I stepped on a snake at home, it was dark but there was á moonlight.	2
6481	I went to a fair where a guy who was drunk kept bothering me and á in the end I got really angry.	3
6482	When I heard that my Uncle had passed away in a road traffic á accident.	4
6483	I went to a party with my boyfriend who got so drunk and started á vomiting. It was so disgusting.	5
6484	We were writing Primary school leaving Examinations when I had á fallen at the steps going into the Exam room.	6
6485	I was keeping a friend's Library book which went overdue. My á friend was charged for the delay in returning the book to the á Library. I felt guilty when I realised I was responsible.	7
6486	I was given a gift by my sister. There were many pleasant things á in this parcel.	1
6487	I was alone walking in a deserted part of the city and I had some á fear that some men would attack me and rob me.	2
6488	I wrote an Exam and happened to have not done as well as I á thought I would. I was angry to myself for not having done so á well.	3
6489	I lost my purse that had money in it. I was sad until I found it.	4
6490	I received a letter which was too strong for me. It said I had á done something which I really didn't do.	5
6491	A friend of mine was shouting at me in a group of juniors.	6
6492	Before going to school I usually take something to eat right at á school and this time I took Father's money without him knowing á it. I felt guilty and I returned the money.	7
6493	The day I was told that I had passed my Malawi School leaving á Exams and I was selected to go to college.	1
6494	When I was travelling home by bus and suddenly the bus hit and á the bus leaned against a wall.	2
6495	I was angry when someone stole a magazine which I had borrowed á from another friend and locked it in a drawer.	3
6496	When my best friend promised to come at my house and I had to á prepare so many expensive things for her but only to learn at á last that she would not turn up.	4
6497	I felt disgusted one day when, as we were eating, a child á defecated on the table side.	5
6498	I felt ashamed one day when my teacher shouted at me in the á presence of my boyfriend.	6
6499	I felt guilty one day when I stole a slice of bread in a á cafeteria.	7
6500	When I had passed MCE examinations.	1
6501	I was afraid when my boyfriend came home because my parents á disapproved him of his coming home. I thought they would chase me á out of the house.	2
6502	I was angry when my friends said that I should not receive á Nursing Science books because there was a rumour that I was á intending to leave the college.	3
6503	When my cousin passed away.	4
6504	When I was a child I broke plates because I wasn't given food on á the grounds of coming home late.	5
6505	I was ashamed of being laughed at by my colleagues when I failed á to answer a question in the classroom.	6
6506	I felt guilty after stealing a cookery book from my colleagues.	7
6507	I was filled with joy when I heard that I had been selected to á come here at Kamuzu College of Nursing.	1
6508	I was afraid to walk through the forest one day when I dropped á off the bus around 6.30 pm.	2
6509	I was angry when somebody stole my half petticoat.	3
6510	I felt sad when my father was sick.	4
6511	I felt disgusted when somebody told me that my previous boyfriend á was her boyfriend.	5
6512	I was ashamed when my boyfriend went to sit with another girl á when he invited me to come to watch Drama festival.	6
6513	I felt guilt to have come back from home without seeing my father. á When I went home he was at work.	7
6514	The time I learnt that I had passed my Malawi School leaving á Certificate Examinations.	1
6515	Afraid of a dead body.	2
6516	A tailor ran away with my skirt.	3
6517	Cooks refused to give me food.	4
6518	I saw a septic, smelling wound.	5
6519	I was ashamed when I was being introduced to the church á congregation.	6
6520	I cheated my boyfriend.	7
6521	A boy I had been admiring so much asked me to go out with him.	1
6522	I was playing with friends then I decided to splash some sand á into a car which was moving nearby. The driver got angry and came á to report to my parents.	2
6523	Sometime back another girl who was in terms with my ex-boyfriend á came to shout at me at twelve midnight. It was because she á thought I was still interested in the boy.	3
6524	In May 18th, 1984 my boyfriend went to the U.S.A. In December I á was told he passed away. He had cancer of the Oesophagus.	4
6525	One day I was walking with my boyfriend. We met my ex-boyfriend á and out of jealousy he started calling me names.	5
6526	My father who is very quiet discovered I was going out with a á coloured boy. He called me names and was really upset.	6
6527	I was at a boarding school during my primary school days. I was á broken so I pretended I was very sick. My father came and he á picked me up. He spent a lot of money on medical expenses which á all proved to be negative.	7
6528	When I passed standard 8 exams I jumped, rolled over the ground.	1
6529	I felt so afraid when dad fell ill, he had never suffered from á that disease since and I had never seen him as he was.	2
6530	I was furious when the teacher pointed out in class that I á was the quietest girl in class.	3
6531	It was extremely sad to me when I heard that a patient who I was á taking care of in hospital had passed away. He had some abdominal á pains.	4
6532	I felt this situation when a certain woman from a close village á shouted at my mother because she didn't get what she wanted, she á wanted some salt to put in her relish.	5
6533	I was ashamed when I got the lowest result (mark) in class. All á the same I didn't worry too much because I knew I would have got á much better if I had read enough.	6
6534	At one time while at primary school I lost a pencil case of a á friend and I didn't mention it to her until after a fortnight.	7
6535	The time I first saw my cousin who is living in Tanzania.	1
6536	I failed my Nutrition paper which was the paper ending the á course.	6
6537	When a patient in the ward died (one who had been under my care). á I felt as if I didn't give the appropriate care to the patient.	7
6538	I was filled with joy when I heard that I had passed my Secondary á school leaving certificate exam.	1
6539	I was afraid when my mother left me alone to live in our house á for one month.	2
6540	I was angry when my boyfriend did not turn up as promised.	3
6541	I was very sad when I heard that my uncle had passed away á untimely at home.	4
6542	One day my friend told me that she had heard that I was moving á about with her boyfriend. I was disgusted with the news.	5
6543	I was walking one day and I met a man who wanted to ask me about á my brother but I didn't stop to hear what he was saying. I was á ashamed when I found him at home and he told my brother what had á happened.	6
6544	I felt guilty when I tore a photograph I found at my boyfriend's á place only to realise that it was his sister who was on the á photograph.	7
6545	When my boyfriend came form Rumphi to Lilongwe for a visit I was á very happy to see him and couldn't believe it was him with me.	1
6546	When I dream of anything terrifying I used to have fear for the á rest of the day that the dream might come true e.g., being beaten á (or eaten ?) by a snake.	2
6547	I had been in love with a certain young man who pretended to love á me but one day I found out that he had another girlfriend who was á also a friend of mine.	3
6548	I wrote a letter to my boyfriend but he couldn't answer it in á time so as a defence mechanism I just found that I felt so sad á about it and couldn't talk to anyone.	4
6549	Once I offended a friend, instead of her coming to me to ask and á discuss the matter she was just telling other people about it and á say all she could about me.	5
6550	I was once chatting with friends. Then some boys came and joined á us. These boys took all my 3 friends away and I was left alone in á shame without knowing where to go from there.	6
6551	One day I found an incontinent man in the ward. This patient had a á guardian who couldn't give him a bath. So I just left him like that á but felt guilty until I went back to give him a bath.	7
6552	When I heard that I had passed my end of first year exams and I á was ready to enter 2nd year because I felt I had failed as they were á very hard.	1
6553	I broke a window of a neighbouring house and I feared my mother's á judgement and action on what I had done.	2
6554	The headmistress at a secondary school accused me of banging the á classroom door when I didn't in front of the whole class.	3
6555	I received a message that my elder brother was involved in a car á accident and was admitted in hospital.	4
6556	The carterer refused to give me sugar to add to my tea saying á that there was no sugar whilst it was there, so I left the cafe á disgusted without taking the tea.	5
6557	I insulted my friend for a small reason and after time I realised á that I was wrong and felt ashamed; everytime I meet her I feel á ashamed.	6
6558	My patient died of Anaemia while I was organising blood á transfusion for him, so I felt guilty, because I thought that may á be I was slow.	7
6559	When I was selected to start Form I at Malosa Secondary school.	1
6560	When a thief entered the house in which I was sleeping.	2
6561	When my dress was stolen.	3
6562	When my grandmother died after a long illness.	4
6563	When I boarded Yanu Yanu bus I sat near a man who was smoking á tobacco.	5
6564	When I refused to fetch water for my aunty while she was busy.	6
6565	When I hit my young sister without a valid reason.	7
6566	I was very joyful when I heard that I had passed the standard 8 á exams. The day I heard the news was the day I celebrated my á birthday.	1
6567	I was in the house at night and I heard a hyena crying outside. á It cried for almost an hour and I feared it might break the á window and enter inside the house.	2
6568	I was angry at the Cafeteria when the cook scolded and said many á bad things about me without reason. He thought I was among the á girls who did him wrong.	3
6569	I was very sad when I heard that my Auntie had passed away.	4
6570	I was disgusted the other day I was told to take off the dog's á faeces around the house since they smelled bad I did the job but á in the end I felt disgusted.	5
6571	I was very ashamed when I failed a test in Standard 7. The á teacher told the other students to shout and laugh at me.	6
6572	I felt guilty because I stole some sweets from my father's á grocery. When he asked me who stole the sweets I told him it was á my brother who stole the sweets and he was scolded.	7
6573	When I heard that I had passed my MCE Exam, I spent the whole á day dancing and eating sugarcanes from our garden.	1
6574	When I heard that my father had found a letter from my boyfriend á and he was calling me to talk about it.	2
6575	When a certain boy went about saying that I am his girlfriend. I á wrote him an insulting letter to him and called him names.	3
6576	When I heard that my father had passed away. I could not eat for á a week and was only crying. I could not find the courage to go to á bath.	4
6577	When a boy I hated most in our classroom took my T Jersey from my á desk and put it on.	5
6578	When I wet my head (or bed ?) one day my sister discovered it and reported á it to the other siblings. So my mother had to scold me.	6
6579	When I insulted my young sister for a very little misconduct of á putting on my shoes. She wrote me an apology letter and the á message she included made me feel guilty.	7
6580	It was in 1983 September when MCE results were being announced on á the radio. When I heard my name that I had done well I just kept á quiet. I was so happy that I couldn't even talk.	1
6581	I was on my way home when suddenly Gule Wamkulu came from the á bush and blocked the road. I was in fear and didn't know what to á do.	2
6582	A certain man went to my parents and told them that I was married á here, when I am here at school. When I went home for holidays my á parents asked me about it and I was angry with that man.	3
6583	When I went home on holidays I found that my niece and nephew had á passed away I was very sad for the children were not even sick á before death but suddenly died.	4
6584	I met a certain lady at the bus depot who was using a bad á language but was a very smart looking lady.	5
6585	I wore a dirty dress a certain day I was going to town I met an á old friend who made a comment about my dress so I felt ashamed.	6
6586	One day I shouted at my brother who didn't do any wrong to me á only that I had a disappointment from a friend and projected it á on to him. He cried and I felt guilty after sometime.	7
6587	I was joyful when I received a present (2 books and a pencil) á from the headmaster in standard 6 because I had passed, I became á No 1 and he said I was one of the pupils who had good behaviour.	1
6588	I went to the prayer meeting at night and unfortunately the car á broke down, so my other sister said I had to walk alone from á Ndirande to Chirimba at around midnight. So we reached home at á 1 am. I was afraid of robbers and dardness.	2
6589	I was angry the other day because the teacher told me to sweep á some orange peels. It was my friends who were supposed to sweep, á but the teacher told me to do it.	3
6590	I was very sad when I heard that my brother had failed the á standard 8 exams for the third time.	4
6591	I was very disgusted the first day I went to put a dead body in á the Mortuary. There were many dead bodies and some were uncovered á so we had to put on top of the other bodies.	5
6592	I was really shameful when my mother beat me in the presence of á my friends because I didn't cook lunch up until 2 o'clock.	6
6593	I felt guilty the other day because I took two pieces of bread á instead of one in the Cafeteria and some of the girls were short á of bread.	7
6594	I was happy to hear that my sister had won a prize at running á competition.	1
6595	I was afraid when I met my Uncle because this time I was with my á boyfriend I thought I was not going to be given pocket money.	2
6596	I was angry when I had not been granted a leave out pass during á the last weekend.	3
6597	I was sad to hear that my brother had a motorbike accident.	4
6598	I was disgusted when my little sister had been hit badly by her á friends.	5
6599	I was ashamed to tell my mother that I fell down with a bicycle.	6
6600	I felt guilty when I had refused to lend money to my friend who á needed it immediately.	7
6601	When my brother bought me a nice pair of shoes from South Africa.	1
6602	I was asked to join my friend in a boat at Mangochi Lake Malawi á and when making a turn, it seemed as if the boat would sink on á the side.	2
6603	Somebody took my wristwatch and promised to have it mended and á later was telling me that he couldn't give it back to me because I was á rude at a certain time.	3
6604	My boyfriend didn't turn up after promising that he was coming.	4
6605	I was forced to go to a party with someone I didn't love and he á was telling people that I was his girlfriend.	5
6606	When a certain drunk man slapped my buttocks when I was quietly á standing waiting for a bus.	6
6607	I borrowed my friend's radio cassette and the plug cracked and á some pieces broke off when the plug dropped off my hands.	7
6608	After passing my Malawi Certificate of Education Exam and being á selected to Kamuzu College of Nursing.	1
6609	I was sleeping alone in the house at night. A boy putting on a á short only knocked at the window whispering that I should open á for him.	2
6610	The patient whom I expected to get well suddenly passed away á after he showed had his meals.	3
6611	When my grandmother passed away.	4
6612	I was told I shouldn't visit my sister because the holiday was á short.	5
6613	I was the last among the list of failures in my class of Biology.	6
6614	I was to prepare relish for the family. I overcooked it and no á one liked the meal that day.	7
6615	The time when my sister had her first baby I was so happy and á joyous because she stayed for two days after marriage before she á had a child.	1
6616	Sometime back I used to stay with my mum alone then time came á when dad joined the family from his working place I found myself á having fear for him for no cause at all.	2
6617	I was so angry with a patient who refused to take drugs.	3
6618	When I heard of the death of a friend who had just finished her á training I felt very sad for she was young.	4
6619	When I saw a lady putting on a pair of trousers, I felt it was a á disguise according to Malawi culture.	5
6620	Sometime back I was coming from the wards and lice were all over á my uniform since patient's blankets have a lot of lice. It á happened that my boyfriend picked some lice from my white uniform. á I was so ashamed.	6
6621	I used to have two boyfriends in the past. Then one of them á wanted to get engaged to me. I agreed but was guilt-conscious for á disappointing the other one.	7
6622	I felt joyful when I heard that I had been selected for College á education.	1
6623	I was fearful when I realised that the relish was overcooked á simply because I was not keen enough at checking whether there á was still enough water in the relish or not, instead I was just á playing with my friends.	2
6624	I felt angry when my friend told me that I had stolen her money.	3
6625	I felt sad when I heard that my cousin had passed away just á suddenly.	4
6626	I felt disgust when I saw a drunkard vomiting very offensive á matter.	5
6627	I flet shameful when I learnt that I cooked Nsima which was full á of lamps in it.	6
6628	I felt guilty when I learnt that some of friends found the á finished at the Cafeteria because I took food which was more than á my share.	7
6629	I received money from my father at a time when I was completely á broken.	1
6630	My friend had been telling me about a certain bird which when it á cries at night it's the sign that someone will die. So one night I á was alone in the house and I heard the cry of the bird and I was á afraid.	2
6631	One of my friends went and told another friend of mine that I was á going abut with another guy in Lilongwe besides the one I had. á She said I was seen with him hand in hand.	3
6632	I received a letter form home telling me that my sister was very sick.	4
6633	Somebody went around spreading news that I like people with á money.	5
6634	I fell off a bike in the presence of a lot of people.	6
6635	A person misinterpreted what I had told her. I had told her that á I had failed to insert a NasoGastric tube but she went and á scolded the patient that she was being uncooperative.	7
6636	I was selected to come here (University, College) when I was least á expecting it.	1
6637	I had fear of my father (parents) when I first became pregnant. I á was afraid of delivery itself and whether I would give birth to a á stiiborn or a baby.	2
6638	It was when I discovered that my boyfriend had another girl. I á discovered it through a letter he wrote to the girl when he was á away. When I asked him he accepted it.	3
6639	My child passed away after a short illness when he was just á eleven months old. I was only told about his death without á knowing that he had been ill.	4
6640	My father promised to send me pocket money at the month-end since á I wanted to buy a new pair of shoes when I was at secondary á school, but he didn't.	5
6641	I just opened the bathroom without knocking not knowing that á someone was bathing inside, it happened to be my father.	6
6642	I beat my young sister because she refused to wash plates. She á started crying and I felt sorry and guilty for what I did.	7
6643	Accepted by the college football team.	1
6644	Fighting with class mates in Highschool.	2
6645	Made mistakes in exam.	3
6646	Failing examn.	4
6647	Given duty by the leaders which I do not like to do.	5
6648	Did not finish homework.	6
6649	Make a mistake, offended my friend.	7
6650	Article published in the college newspaper.	1
6651	Walking on a dark street with noone around.	2
6652	My friend misunderstood me.	3
6653	My grandmother died.	4
6654	Class leader told me to collect homework for him.	5
6655	Did not finish homework.	6
6656	Did not read reference when other people read them.	7
6657	Found money on the road and returned it to the owner through á police.	1
6658	Before examination.	2
6659	Listening to long speech of the party leaders wasting my time.	3
6660	My girl-friend left me.	4
6661	People not cueing in the college dining room.	5
6662	Saw the film about Eight Nations Army conquering Beijing.	6
6663	No ideal result in the University entrance examn, guilty to á family and friend.	7
6664	Helping in the nursery school.	1
6665	Telling my parents that I did not well in an examn.	2
6666	My bed sheet (present of my parents) damaged by roommate.	3
6667	Not being accepted by classmates in university.	4
6668	Waiting for a bus not coming for a long time, and the bus drivers á were having a long lunch.	5
6669	Not having good marks like other people for homeworks.	6
6670	Not handing in homeworks in time.	7
6671	Got a present from my friend for my birthday.	1
6672	Lost my purse, the money in the purse belonged to my parents.	2
6673	South Korea winning more gold medals in the Asian Olympic (more á than China).	3
6674	Saw the village I come from still pay money to buy wife.	4
6675	Saw my roommate messing up our room.	5
6676	Found out that I am not good at football.	6
6677	Gave the wrong meal tickets to other people (my classmate).	7
6678	Coming to this lecture and listen to you talking about feelings, á I am so happy that foreigners have the same feelings as Chinese.	1
6679	Damaged the tap in the residental Hall.	2
6680	Too many people in TV room, I was not able to get a seat to watch á TV.	3
6681	My sister marrying a bad man. He is cruel to her.	4
6682	Saw my brother-in-law insulting my sister.	5
6683	My sister was afraid of her husband.	6
6684	I was not able to help my sister to understand that her husband á is a bad man before she was married to him.	7
6685	Discussing psychology with my friends before the lecture.	1
6686	Waking up from a bad dream in a dark night with noone else á around.	2
6687	I could not find my monthly tickets for the bus when I was on the á bus.	3
6688	Two little children (5/6 years old) begging for money, and noone á gave them money.	4
6689	The serving lady in the students' dining hall shouting at á studennts.	5
6690	Sitting on the bus seats supposed for disabled people, children á and old people (by mistake)	6
6691	Passing by a good friend's home without coming in to visit him.	7
6692	You told me psychology can help people to be happier.	1
6693	Left alone in the dining hall at night.	2
6694	Bus conductor insulted me for not buying a ticket (I forgot).	3
6695	Saw a father beating up his small child.	4
6696	Class leader getting me to do things he did not want to do.	5
6697	Not quick enough to help the lectors to catty things for the á lecture.	6
6698	My mother wrote me and said that I would not writ enough letters á home.	7
6699	My parents came to visit me.	1
6700	Could not find my way out in the college building at night.	2
6701	Saw in the TV South Korea cheating in the Asian Olympic games.	3
6702	General Ye Jianying died.	4
6703	A girl I do not like kept coming to me and talking to me.	5
6704	Failing an examn.	6
6705	Made a misjudgement in a football match.	7
6706	My friend told me he really likes me.	1
6707	Getting lost in a strange place.	2
6708	South Korea cheating for gold medals.	3
6709	My friend has to go on field trips, he just told me.	4
6710	When I was the South Koreans on the TV.	5
6711	Zhu Jianhau did not break the world record for China.	6
6712	Unable to help my mother to cook.	7
6713	I met a friend I had not seen for a long time on the street.	1
6714	Going to the examn not well prepared.	2
6715	Overhear people talking about me and saying that I am stupid.	3
6716	Hearing about developments of sience in the West a lot better á than China.	4
6717	Some foreign students playing loud music late at night.	5
6718	Not being able to be selected for the dancing team.	6
6719	Did not get up early enough to watch my class football team á playing against another team.	7
6720	Scoared a goal in a football match.	1
6721	Left alone in the dark in a big building.	2
6722	Someone called me a disgusting nickname.	3
6723	Not getting on with someone of my classmates in high school.	4
6724	A woman picked her nose and spit right next to me.	5
6725	Not brave enough to take up a challenge in a group discussion.	6
6726	Not being a good host for a friend from a far away place.	7
6727	My class winning against another class in a football match.	1
6728	Walking alone in the dark in a strange street.	2
6729	A friend forgot his appointment with me.	3
6730	A friend misunderstood me.	4
6731	A boy in my class talking too loud in the lecture.	5
6732	Not being able to have a party at home with friends.	6
6733	Being miserable in a party when other people are friendly and á happy.	7
6734	Meeting an old friend from high school.	1
6735	Facing a mad dog.	2
6736	Misunderstood deliberately by a close friend.	3
6737	My old teacher in primary school died.	4
6738	Getting into a crowded bus.	5
6739	Being rude to somebody who was impolite to me.	6
6740	Not accepting hints of intimate relation from a girl.	7
6741	My old friend visited me in the university.	1
6742	Listening to horrot stories at night.	2
6743	My roommate was rude to me.	3
6744	My uncle died in the Vietnam War.	4
6745	Cueing in the students dining hall.	5
6746	Arguing about price with private shop-assistant.	6
6747	Not being able to spend more time with a friend who was visiting á me.	7
6748	Scoring a goal in football match.	1
6749	Finding out that I am not an as able student as I thought.	2
6750	I was told to do something I did not want to do.	3
6751	Finding out that China is still backward in science.	4
6752	Doing this pointless questionnaire.	5
6753	Insulted by somebody.	6
6754	I am not doing what I should with this questionnaire.	7
6755	Saw in TV that China had the most gold medals in the Asian á Olympic.	1
6756	Just arrived in the university, not knowing anybody.	2
6757	Insulted by teacher.	3
6758	Finding out I am not good looking.	4
6759	Someone I do not like kept talking to me.	5
6760	Finding out from this lecture that China is backward in á psychology.	6
6761	Being rude to someone I do not like.	7
6762	Joining in a research group studying consumer's behaviour and á helping the people in the shop with the sales.	1
6763	Diagnosis that I have a stomache ulcer.	2
6764	A classmate damaged ma iron and tried to hide the damage.	3
6765	Not winning a medal in the swimming contest.	4
6766	Some students talking when other people are having a nap.	5
6767	A friend asked for help and I was not able to help.	7
6768	China winning the Asian Olympic.	1
6769	Before an examn.	2
6770	Korean judges cheating.	3
6771	My father left us for another woman.	4
6772	Saw my father with that woman he is married to now.	5
6773	Had to tell people that my parents are divorced.	6
6774	Not beeing able to stay with my mother for the National Day á holiday.	7
6775	Being together with my best friend.	1
6776	Almost had a bicycle accident.	2
6777	Heard about someone telling lies about me to my best friend.	3
6778	My best friend suddenly acting strange towards me.	4
6779	Saw someone messing up our room.	5
6780	After shouting at a friend.	6
6781	Did not do what I promised to do for a friend.	7
6782	My best friend chosen for your English lectures.	1
6783	Getting ill.	2
6784	My class leader told me the university won't let all of us go to á your lectures because we are not All English Class.	3
6785	When I was not chosen to go to your English lectures. 	4
6786	Finding out that the class leader can go to your lectures, and á his English is worse than mine.	5
6787	China cannot let you give more lectures because you are needed in á the specialist clinics. We are so backward in medicine.	6
6788	I hated you for not letting me go and found out that it was not á your decision.	7
6789	Finding out my best friend cannot go to the English lectures.	4
6790	Heard some postgraduate students talking about girls being á unsiutable to do medicine.	5
6791	Failing in an examn.	6
6792	Not being able to convince my class leader that my friend is á better than me to go to the English lectures.	7
6793	Receiving a letter from a boy I care.	1
6794	Watching a horror film.	2
6795	My parents do not like my friend and told me not to go out with á him.	3
6796	My grandmother died.	4
6797	Saw someone spitting in public.	5
6798	Failing in an examn because of lazyness.	6
6799	Losing my temper to my sister.	7
6800	Finding out that I can go to your English lectures.	1
6801	Staying alone in a dark place.	2
6802	Being sexually assulted on a bus.	3
6803	Finding out that my best friend could not go to university.	4
6804	Some boys not cueing in the dining hall.	5
6805	Watching TV about china is behind in winning gold medals.	6
6806	Not being able to help my friend to do homework.	7
6807	Getting into this university.	1
6808	Beaten up by a classmate in school.	2
6809	Being insulted in public.	3
6810	A girl I love does not love me.	4
6811	Saw some girls dressed up like Americans	5
6812	Failing university entrance examn.	6
6813	Not handing in homework in time.	7
6814	Getting into this university to do medicine.	1
6815	First time in anatomy.	2
6816	Misunderstood by a close friend for the wrong reason.	3
6817	Finding out that China is poor, so we cannot have good reference á books.	4
6818	Foreign students playing loud music in the night before the á biology examn.	5
6819	Finding out that the university police was afraid to stop the á foreign students playing loud music (China's shame). 	6
6820	Not doing well in the examn.	7
6821	Aticle published.	1
6822	Earth crake.	2
6823	Made a statement that other people did not believe.	3
6824	Saw poverty in the countryside.	4
6825	Saw Chinese people flattering foreigners.	5
6826	Not being able to argue against class leaders.	6
6827	Could not help a student who needs help.	7
6828	China winning the Asian Olympic games.	1
6829	Staying alone in the dark.	2
6830	Being put down by the class leaders.	3
6831	Finding out that life span in China is shorter than in the West.	4
6832	Girls dressed like foreigners in the university.	5
6833	Being insulted in public.	6
6834	Insulting other people.	7
6835	When I found out that I can travel with my best friend.	1
6836	Walking home in the dark from college.	2
6837	Finding out that I was deceived by a friend.	3
6838	Not doing well in an examn.	4
6839	Finding out that my best friend was deceiving me.	5
6840	Failing an examn because I did not work hard enough.	6
6841	Not acting on my promise.	7
6842	Finding out that I am not ill (not seriously).	1
6843	Finding out that my health condition may be against my attending á university lectures.	2
6844	Bought something bad from the shop and they refused to change it.	3
6845	Relative's death.	4
6846	Saw people quarreling in a bus.	5
6847	Running away from a fire.	6
6848	Forgot to give a present to my little nephew.	7
6849	First public speaking.	1
6850	Going out alone in the dark.	2
6851	Saw some young people fighting for seats on a bus.	3
6852	My mother's death.	4
6853	Saw people spitting in public.	5
6854	Went to a lecture about Chinese history and hear about the Opium á War.	6
6855	Falling in love.	1
6856	My friend will find out that I am in love with her.	2
6857	Falling in love although she is my friend (angry with myself).	3
6858	My friend still trusts me as a friend.	4
6859	Someone being arrogant to me.	5
6860	Insulted by a teacher in front of the class.	6
6861	Falling in love with a close friend.	7
6862	Doing unexpectedly well in an examn.	1
6863	Before the examn.	2
6864	I wanted to borrow lecture notes from a friend and he did not á lend me them.	3
6865	Finding out about the university does not have enough foreign á currency to buy the yournals in your reference list.	4
6866	Someone told me he was chosen for the English lectures because he á was a good friend of the class leader.	5
6867	Finding out about Chinese money cannot buy foreign journals.	6
6868	Late for a lecture and therefore missed it.	7
6869	Talking to a close friend.	1
6870	Ran into a parking car on a bicycle.	2
6871	Insulted for no reason.	3
6872	Did badly in an examn.	4
6873	Saw a man dressed as a woman.	5
6874	Saw a beggar on the street (China still so poor).	6
6875	Could not buy a reference book because I got up too late to cue.	7
6876	Found out that me and my best friend are both chosen for the á English lectures.	1
6877	I may not be clever enough to understand your English lectures.	2
6878	Told by some people the class leader only choose his friends (not á true).	3
6879	One of my best friends was hurt by a girl he loves.	4
6880	Saw a very arrogant girl walking like a queen.	5
6881	China cannot buy your reference.	6
6882	A friend asked to borrow my notes and I did not give them away á (my notes too badly written)	7
6883	Talking to a close friend.	1
6884	Getting ill.	2
6885	Failed to be elected to be a class leader.	3
6886	Father lost his temper at home because he was mistreated at work.	4
6887	Saw someone who picked up a cigarette from the floor and smoked á it.	5
6888	Telling a lie.	6
6889	Not getting the class paper in time for the lecture.	7
6890	My father promoted to be a professor.	1
6891	Anatomy lesson and told we have to do it at night sometimes.	2
6892	Had an argument with my classmate for borrowed books.	3
6893	Finding out that we cannot have good references because China is á poor.	4
6894	Saw someone licking his dining bowl.	5
6895	Criticized in front of the class.	6
6896	Not finishing homework in time.	7
6897	Found out that the girl I love loves me, too.	1
6898	Reading a horror story alone.	2
6899	Being refused to attend the neuropsychology lecture in the á medical university.	3
6900	My parents told me that they do not like my friend.	4
6901	Saw an arrogant girl walking pass by.	5
6902	Not finishing my duty as a class leader.	6
6903	My friend had trouble and I was not able to help him.	7
6904	China winning the Asian Olympic games (TV).	1
6905	Left alone in the biology building surrounded by empty buildings.	2
6906	Someone told me we are not as good as the All English Class.	3
6907	Not getting the reference paper.	4
6908	Cueing for a bus and the drivers having long dinner.	5
6909	Not finishing homework.	6
6910	Did not return the library book on time.	7
6911	Hear a very nice joke made by a friend.	1
6912	Thinking about death when walking alone at night.	2
6913	Found out that someone I knew well has been misunderstanding me á for 2 years.	3
6914	Death of a relative.	4
6915	Someone I know and respect sexually assulted a girl.	5
6916	My father insulted by other people.	6
6917	Made a mistake at work.	7
6918	Found my name on the list of attending the English lectures.	1
6919	Doing anatomy alone for the first time.	2
6920	Being insulted in front of my parents, and they believed other á people (those insulting me).	3
6921	Death of General Ye Jianying.	4
6922	Someone had stolen an article from a library journal.	5
6923	Not doing well in the examn.	6
6924	Not finishing homework in time.	7
6925	Did well in an examn just before my father's birthday: the best á present I can give to my father.	1
6926	I asked someone to bring some present to my father and found out á that he is not a reliable person. I was afraid if my father would á not get the presents he would be angry with me.	2
6927	"Some classmates said I did not do enough social work. Therefore I á was not elected as a \Tree Good\"" student."""	3
6928	My father won't be so pleased with me as if I was elected \Three á	4
6929	My roommate's lack of consideration of me.	5
6930	My sister said I am not a stable person, and I think she is á right.	6
6931	My sister forgot to bring presents for my birthday, I was rude to á her.	7
6932	Had a nice letter from my close friend.	1
6933	Staying alone in the biology building after the dark.	2
6934	Being insulted by my roommate (she is in the English Class).	3
6935	Not being able to do well to be chosen for the English lecture.	4
6936	My roommate boasting about her English lectures.	5
6937	When the class leader read out the names of those chosen for the á English lecture and I was not on the list.	6
6938	"Some boys told me your nickname is \Little Girl Doctor\"", I did á"	7
6939	Relatives visiting me.	1
6940	Finding out the great difference between China and the West in á science.	2
6941	Saw my unfair report.	3
6942	Lecturers being unfair to me in reports.	4
6943	Finding out that some students are getting good reports they do á not deserve.	5
6944	People impolite with me because I did not get a good report.	6
6945	I kicked the chair in the classroom to express my anger.	7
6946	Finding out I was chosen for the English lectures.	1
6947	My roommate refused to walk with me to the English lectures. I á have to walk alone in the dark. Lectures are in the biology á building.	2
6948	My roommate being unconsiderate.	3
6949	My best friend was not chosen for the English lectures.	4
6950	Someone told me I was chosen for the English lectures because I á am good looking.	5
6951	Not doing well in the examn.	6
6952	Some boys talking about nicknames of the lecturers, and I was too á afraid of them to stop them.	7
6953	Found out my wife (girl-friend?) pregnant.	1
6954	My boat running into another boat.	2
6955	Punished by a leader.	3
6956	My teacher's death.	4
6957	Saw a mate bribing the leader.	5
6958	Insulted by a woman in public.	6
6959	Fight with my mate after a quarrel.	7
6960	Receiving a nice present from my parents.	1
6961	Finding out that I made a stupid mistake in the examn.	2
6962	Finding out about some girls who have been nice to the class á leader in order to go to the neuropsychology lectures (English á ones).	3
6963	Finding out I am not chosen for the English lectures.	4
6964	Some students whose English is worse than mine can go to your á lectures (English lectures).	5
6965	Insulted by classmate in public.	6
6966	Not handing in homeworks in time.	7
